Date,Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #
2021-05-25T00:27:13+1000,Trade,BUY_TO_CLOSE,APPS  210528C00071500,Equity Option,Bought 1 APPS 05/28/21 Call 71.50 @ 1.97,-197.00,1,-197.00,0.00,-0.13,100,APPS,APPS,5/29/21,71.5,CALL,151121858
2021-05-25T00:02:21+1000,Trade,BUY_TO_OPEN,TOL   210625C00060000,Equity Option,Bought 2 TOL 06/25/21 Call 60.00 @ 3.30,-660.00,2,-330.00,-2.00,-0.27,100,TOL,TOL,6/26/21,60.0,CALL,151153544
2021-05-23T00:11:13+1000,Money Movement,,,,Regulatory fee adjustment,0.09,0,,--,0.00,,,,,,,
2021-05-22T07:00:00+1000,Receive Deliver,,CRIS  210521C00012500,Equity Option,Removal of option due to assignment,0.00,6,0.00,--,0.00,100,CRIS,CRIS,5/22/21,12.5,CALL,
2021-05-22T07:00:00+1000,Receive Deliver,SELL_TO_CLOSE,CRIS,Equity,Sell to Close 600 CRIS @ 12.50,"7,500.00",600,12.50,--,-5.111,,,,,,,
2021-05-22T06:00:00+1000,Receive Deliver,,MVIS  210521P00012000,Equity Option,Removal of 1.0 MVIS 05/21/21 Put 12.00 due to expiration.,0.00,1,0.00,--,0.00,100,MVIS,MVIS,5/22/21,12.0,PUT,
2021-05-18T07:00:00+1000,Money Movement,,,,INTEREST ON CREDIT BALANCE,0.06,0,,--,0.00,,,,,,,
2021-05-18T07:00:00+1000,Money Movement,,,,FROM 04/16 THRU 05/15 @ 8    %,-0.02,0,,--,0.00,,,,,,,
2021-05-18T05:44:37+1000,Trade,SELL_TO_OPEN,APPS  210528C00071500,Equity Option,Sold 8 APPS 05/28/21 Call 71.50 @ 1.32,"1,056.00",8,132.00,-8.00,-1.106,100,APPS,APPS,5/29/21,71.5,CALL,149974964
2021-05-18T05:43:35+1000,Trade,SELL_TO_OPEN,NVAX  210528C00170000,Equity Option,Sold 1 NVAX 05/28/21 Call 170.00 @ 3.10,310.00,1,310.00,-1.00,-0.142,100,NVAX,NVAX,5/29/21,170.0,CALL,149974001
